,clean2,sentiment,followers_count,in_reply_to_screen_name,favorited,friends_count
3650,wth are you talking airtel talks about a new site and you write crap about future plan who shou httpstcold55cnymjz,0.0,0,Airtel_Presence,0,0
3651,broadband failed since 11sep17 in sec49d chandigarh,0.0,75,airtelindia,0,352
3652,are you planning to shutdown business in bengaluru the network issues r at peak call drops  ( if it connects are irritating,-1.0,70,airtelindia,0,95
3653,rt hi ref 79414740 updating you with my speed trai test report 4 g at 813 am 15917 had,0.0,3241,,0,649
3654,hello kindly assist with stated issue thank you,0.0,152533,Ajayjai54516560,0,15818
3655,toll free no to make complain for wallet service please do not say 400 it is only telling the bene httpstco3vnefoms6l,0.0,3,Airtel_Presence,0,36
3656,it is one of the best guess they also did not treat you well edu00a0u00bdedu00b8u0082,0.0,17,kamaalrkhan,0,34
3657,i have applied for new broadband conn ccare rep says tht conn will be provided on same day execut httpstcod38avxgt49,0.0,0,Airtel_Presence,0,5
3658,feeback  mr nagaraju from indira nagar blr office does not know how to speak to customer,-1.0,33,airtelindia,0,284
3659,my statement has been shared my cancelled cheque has been shared ab kya chaiye mere se bc mera p httpstco2g2jmnefac,-1.0,135,Airtel_Presence,0,54
3660,where is the government directive to link aadhar with mobile number ,0.0,61,Airtel_Presence,0,96
3661,please check inbox,0.0,493,Airtel_Presence,0,667
3662,apathy is i changed the sim last week,-1.0,107,udaykv41,0,179
3663,very poor network in navallurchennai indias best 4g network edu00a0u00bdedu00b8u0082,0.0,184,,0,98
3664,rt i can receive incoming calls and sms but outgoing calls and sms are barred  airtel i,0.0,37573,,0,7831
3665,9378289950 contact number,0.0,0,Airtel_Presence,0,20
3666,give some free sms to postpaid customers 100per moth would be nice,0.0,241,Airtel_Presence,0,426
3667,the so called payment bank does not work i transferred money from my bank account to thismy account httpstcoslg2vvvecj,-1.0,1,airtelindia,0,2
3668,why people is not ready to resolve issue why they are discussing more if you cannot give good service lemme know,0.0,4,Airtel_Presence,0,75
3669,this is what everyone has said to me but resolution to my problem,-1.0,107,Airtel_Presence,0,280
3670,which link,0.0,3081,Airtel_Presence,0,1668
3671,rt i have to admit it taking was my biggest mistake they would not focus on solving customer is,-1.0,1,,0,74
3672,people from your so called appellate team called and confirmed they would send me an email and they cannot even send ( 13,-1.0,12,Airtel_Presence,0,12
3673,still you are ignoring my port out request i send you emails tweets messages calls hopeless people  useless network,-1.0,49,airtelindia,0,150
3674,means if i recharge for 4g data then i can avail 4g network in my simedu00a0u00bdedu00b8u008aedu00a0u00bdedu00b8u008aedu00a0u00bdedu00b8u008a,0.0,164,Airtel_Presence,0,1209
3675, ( sr  78428131  78324021 logged on 7th aug 2017 for network  & amp data issue has not been resolved yet,0.0,67,Airtel_Presence,0,312
3676,wt z da use of providing free data when there z no proper network even your website is giving wrong info,-1.0,100,htTweets,0,510
3677,your network is down even at vasant kunj for more than 3 hours stop fooling people with s httpstcotdsmtqvzek,0.0,11315,Airtel_Presence,0,478
3678,facing ridiculous service from in gujarat ,-1.0,113,,0,152
3679,not resolved yet ,0.0,38,Airtel_Presence,0,63
3680,rt worst network service from last three days cannot make calls and receive in new ashok nagar99589,-1.0,9,,0,44
3681,rt once a cheater always a cheater is a bigtime cheater  & amp fraud  have some shame httpst,-1.0,18,,0,37
3682,once a cheater always a cheater is a bigtime cheater  & amp fraud  have some shame httpstcocrebi1dyer,-1.0,18,,0,37
3683,heard you are adding tower every hourcan you suggest me good plans,0.0,421,CA_EkPremKatha,0,440
3684,no reply from as well,0.0,31,12_mahima,0,132
3685,i think krk should go to psychiatrist schizophrenia is a curable disease,-1.0,160,sweetpriyu123,0,216
3686,i had put a request online for broadband connection it has been installed  & amp activated still airtel emplys r spamming me,0.0,3,Airtel_Presence,0,23
3687,"he asks me to call back after 4 hours  do you guys think customers are fool or have their time to waste on the   ""  fame network  ""  ",0.0,8,airtelindia,0,25
3688, res sir there is constant problem of call dropping since last 3 days on my airtel no9724579480 plz,-1.0,1,Airtel_Presence,0,25
3689,i have confirmed by email from customer care and she said it is available in my number,0.0,115,Airtel_Presence,0,37
3690,please verify the offer httpstcowfaxfryq5x,0.0,145,Airtel_Presence,0,121
3691,rt  please stop sending me this my head hurts already today and i have the same message coming the,-1.0,35861,,0,2180
3692,send me the contact no of whom i texted last my contact no 7890343106 linked aadhar no 3969711 httpstcodygocnekcr,0.0,9,Airtel_Presence,0,34
3693,wish your network was as fast as your response nowadays there is no network,0.0,554,Airtel_Presence,0,197
3694,i want2open your ac myairtelno  & amp # aadhar frm can i varify my ac via in,1.0,17,Airtel_Presence,0,302
3695,was promised for a paid broadband upgrade this weekend no body came except calls for confirmation of availability sad,-1.0,646,Airtel_Presence,0,987
3696,i am using an airtel sim and i am facing problem to connect to net but i httpstcoimlngplfgc,-1.0,6,tusharpant22,0,563
3697,"rt why its written   ""  unlimited calls  ""   when i get to talk for 1000 mins per week also not 84 days",0.0,18,,0,37
3698,dial *  because only emergency calls are allowed your service is garbage and i think you need to shut down on a whole,0.0,1324,DanceObsessed93,0,2501
3699,its wrong,-1.0,55,Airtel_Presence,0,443
3700,i assume i will get only tall promises n no action it is been more than a week no action from your end,-1.0,107,Airtel_Presence,0,279
3701,"thanks @ airtelpresence for serving me for past 7yearsbut i guess it is time 2 say a final goodbye to you and to say   ""  hi  ""   to",0.0,183,,0,410
3702,the airtel 4g network is very weak in mughalmaidan area of district kishtwar,-1.0,13,Airtel_Presence,0,240
3703,activated my international roaming pack 1199  but cannot get or make calls internet access is a far fetched fantasy,-1.0,14,Airtel_Presence,0,38
3704,need my complete money back please arrange call back with your offers,-1.0,12,SandipMuhuri,0,101
3705,your service is so shitty broke my phone because of the frustration from your internet bloody thieves,-1.0,49,airtelindia,0,80
3706,worst service edu00a0u00bdedu00b8u0093edu00a0u00bdedu00b8u0093edu00a0u00bdedu00b8u0093,-1.0,1,airtelindia,0,86
3707,rt  @ airtelindia offers 60 gb free data on downloading airtel tv app httpstcoi7hpfjcgup httpstcontw27tmkna,1.0,100,,0,109
3708,improve your network we too pay for its uses n not for free ph 7654832292 pin 813214,-1.0,32,Airtel_Presence,0,56
3709,my network still has not come this is ridiculous i should sue you been 18 hours httpstcopf2kik4m5f,-1.0,41,Airtel_Presence,0,213
3710,i still have around 3 gb data in my account  ( 22,0.0,38,utkriti18,0,192
3711,dear aditi i need 4g speed on my phone not in your computer screen  at ground zero your network speed is like bullcart,0.0,2866,Airtel_Presence,0,90
3712,is this real,0.0,76,meeramohanty,0,696
3713,rt,0.0,0,,0,0
3714,httpstcoa1bsrzno49,0.0,316,digitalindialaw,0,0
3715,customer care misguided dth offer and now after recharge not giving service,-1.0,103,Airtel_Presence,0,108
3716,been a week no improvement 2 bars now at phoenix mills,-1.0,45,Choyons,0,576
3717,thank you i got sim card no phone no family contact1 day delivery promis httpstcokrbgme78bo,1.0,38,Airtel_Presence,0,94
3718,rt,0.0,21,,0,0
3719,airtel signal in my areas upload 100mb photo at 1148am it is still uploading 1229 pm httpstcomvopjkafbd,-1.0,82,Airtel_Presence,0,104
3720,kindly update asap,0.0,0,Vickyba2063,0,0
3721,rt you have to submit a request every month for network issue and airtel,0.0,18622,,0,19436
3722,competing with but the services you people provides are just like the promises made by,0.0,8470,Airtel_Presence,0,248
3723,tried calling airtel customer care regarding some issueno proper response edu00a0u00bdedu00b1u008e,-1.0,1659,,0,527
3724,i have not used my sim for a whileso my airtel number is not valid anymorehow to reactivate it againits my primary no,0.0,137,Airtel_Presence,0,353
3725,rt hey  why my outgoing calls barred i am now in sudan internl roaming i have intern,-1.0,52,,0,22
3726,aadhar seeding to my airtel number requires 10 rs that too without any receipt ,-1.0,21,,0,36
3727,everyone please check your bills carefully if your postpaid they have been double charging for data since gst,0.0,978,,0,959
3728,please check your dm regarding another case,0.0,4447,Airtel_Presence,0,575
3729,cannot connect to anyone,0.0,297,Airtel_Presence,0,50
3730,this common to all airtel prepaid customers when i spoke to your exceutive she says that this off httpstcodsqzr73sge,0.0,12,Airtel_Presence,0,16
3731,switch to airtel edu00a0u00bdedu00b8u0082,0.0,89,SomaniAzhar,0,418
3732,this transaction was unsuccessful kindly process my refund,0.0,234,agrawal_chinmay,0,557
3733,my handset very well supports 4g i was using 4g until i recharged with your 399plan i have pm you my contact details,0.0,25,Airtel_Presence,0,38
3734,it si disgusting on your part do not make fake promises which you can not keep dont disgust your customers,-1.0,3,airtelindia,0,35
3735,done this 23 times 5days back and recvd confirmation as well,0.0,31,Airtel_Presence,0,33
3736,i want to have 4g connectivity for my tv and 3g smartphones any solutions ,0.0,4,,0,25
3737,i have sent the number please check your dm,0.0,3079,Airtel_Presence,0,1667
3738,is now competing to become worst network of india thanks for your presence,-1.0,5,airtelindia,0,19
3739,frequent disconnections continue i am exhausted restarting modempc so prompt with bill though and payment reminders,0.0,3646,,0,853
3740,"quite astonished to hear that a   ""  port  ""   for new connection is not available in my locality",0.0,86,Airtel_Presence,0,144
3741,my airtel 4g internet speed very slower than vodafone idea 2g,-1.0,26,Airtel_Presence,0,140
3742,if you need to retain your customers show some intelligence and dont ask for my number,-1.0,42,robinjoseph13,0,28
3743,sirf naam ka hi 4g hai for last 3 days the four g network is not working while switching to 2g it works,-1.0,213,,0,313
3744,and where will you call me where have you arranged the call back what a great service,-1.0,2699,Airtel_Presence,0,1145
3745,big big thanks to for restoring faith in good customer service really polite and helpful staff,-1.0,761,,0,503
3746,rt no sc has not made it mandatory for you to link your phone with aadhaar http,0.0,82208,,0,49286
3747,and now demanding old payment otherwise connection is barred i provided cancelled httpstco41ipdmvglf,-1.0,128,iamankura,0,992
3748,your people have been continously calling me asking me to switch i do not want to switch please stop harassing daily basis,0.0,705,Airtel_Presence,0,729
3749,lol edu00a0u00bdedu00b8u0081 krk edu00a0u00bdedu00b8u0082 shoot them edu00a0u00bdedu00b8u009c they do not know who r u krk edu00a0u00bdedu00b8u0082,0.0,85,kamaalrkhan,0,317
3750,requested for porting my 8220856965 to airtel karnataka on 1309 not got ported till now disappointing,-1.0,7,airtelindia,0,87
3751,my number not working in delhi pls help,0.0,123,Airtel_Presence,0,204
3752,rt hi ref 79414740 updating you with my speed trai test report 4 g at 813 am 15917 had,0.0,792,,0,699
3753,struggling get broadband connection ownership transfer from airtel dispite sending all documents more than 5 times,-1.0,0,airtelindia,0,3
3754,some attractive plans but no plans has been offered to me since yesterday and the network issue which still i am facing,0.0,15,Airtel_Presence,0,16
3755,airtel4g ka sabse tez internet my foot httpstcowrxepwx086,-1.0,481,,0,1739
3756,facing no network sinceneither talk nor access data jajmau kanpurpl rectify the services immediately,-1.0,24,Airtel_Presence,0,85
3757,please integrate pay via with too,0.0,60,airtelindia,0,67
3758,can you please tell me a certain timeline for this by when it would get resolved,0.0,15,Airtel_Presence,0,214
3759,facing lot of challenges related to network connectivity been with you since a decade it seems time to port to,-1.0,736,Airtel_Presence,0,82
3760,still im not getting any updates about it httpstcovfaliawukn,0.0,1,Airtel_Presence,0,67
3761,i am not paying this bill unless revised have the courtesy to atleast reply,0.0,0,JoelDsouza12,0,0
3762,the address of the admin console for the router provided by airtel is 19216811the problem here httpstcobh7exk5zzo,0.0,167,Airtel_Presence,0,167
3763,fed up of slow 4g speed bye bye and hello may i know about the mnp process,1.0,28,,0,189
3764,i have called for service complain and she said you are still working on it from 10 years you are still working,0.0,11,Airtel_Presence,0,47
3765,der aftr i am not getting any response from your end i do not knw this kind of attit httpstcof3r5ynbswt,0.0,992,klnithin,0,122
3766,doordarshan telecast is barred by this is not acceptable time to switch to dth,1.0,83,,0,166
3767,back to sqaure one may be issues get fixed only wen reported in sm facing connectivity issues again please help,0.0,53,abhiksmech,0,288
3768,rt once a cheater always a cheater is a bigtime cheater  & amp fraud  have some shame httpst,-1.0,19,,0,33
3769,you give only cashback and no coverage,0.0,137,airtelindia,0,189
3770,please take ownership of customer problems otherwise my problem will linger on with no solution,-1.0,0,airtel_care,0,3
3771,rt hi ref 79414740 updating you with my speed trai test report 4 g at 813 am 15917 had,0.0,4016,,0,253
3772,need explanation on this cheating issue why no clarification given in app no terms and conditions mentioned why,-1.0,363,Airtel_Presence,0,1214
3773,my query isnt solved yet,0.0,25,DhaundiyalStuti,0,124
3774,is it for both numbers  8527212233  & amp 8527212375 ,0.0,20,Airtel_Presence,0,1
3775,i have paid for 86 days out of which it is been 20 days and my net is not working,-1.0,67,HridayaAsher,0,245
3776,or let me know whom to reach to get this corrected,0.0,27,Airtel_Presence,0,80
3777,is this for what my number is being asked for had you even gone through the tweet,0.0,8,Airtel_Presence,0,33
3778,thanks for your kind response,1.0,17,Joydeep96943009,0,22
3779,dm sent,0.0,51,Airtel_Presence,0,128
3780,i have already sent you dm regarding this alternative number 9540518173 only 3 or 4 bars its some connectivity issue,0.0,47,Airtel_Presence,0,328
3781,bank statement of august was shared with you did you find any reversal,0.0,17,Airtel_Presence,0,156
3782,rt ivr for mobile services not working need to activate my roaming packs have been trying for past 20 min,-1.0,3,,0,83
3783,i reported so many times still no buddy calls me  after tweeting also no proper response from airtel,-1.0,5,HussainiAlamdar,0,11
3784,and to my surprise today just now the hi speed internet service has started it is almost 11 now,0.0,58,,0,497
3785,but its to costly jio giving it in just rs 153,0.0,247,Airtel_Presence,0,47
3786,the worst service provider in terms of digital tv struggling to get hd channel from last few weeks httpstco3oj97zxopj,-1.0,30,,0,145
3787,rt,0.0,12409,,0,223
3788,thursday morning however i have neither received any response from them nor the credit i also sent them a,-1.0,6,Airtel_Presence,0,0
3789,after talk  ( 2538108705 was assured network team will resol httpstco0a21xuaxbu,0.0,151,sinhabishwas,0,163
3790,no signal and duplicitous gimmickry on pricing plans is what makes 10 year loyal customers dump airtel,-1.0,129,dnrmanchuri,0,221
3791,ticket number 79285002 is not solved yet it is almost 10days gone,0.0,14,amarbansal28,0,2
3792,does not look fair at all keeping in view that i have been a longstanding customer kindly correct httpstcokwlmk9fsd2,-1.0,1,Balacha09474722,0,1
3793,reply me wht do i do to get my refund,-1.0,1,Airtel_Presence,0,2
3794,"thank you for being the   ""  fastest network  ""   i think it is time to switch from airtel httpstcoeljv2vtjdd",-1.0,39,Airtel_Presence,0,76
3795,rt so as i tweeted earlier that this is a big i was not wrongnobody calls mei,-1.0,18773,,0,418
3796,i m unable to use 10gb in my postpaid 9650941165 can you plz help me i m with airtel since 10yrs,0.0,5,Airtel_Presence,0,49
3797,its happening on any mobile getting just one network httpstcok4x9j9duub,0.0,0,Sandeep51484791,0,1
3798,should i dm itbecause sharing it here will be a bit unsafe,0.0,9,Airtel_Presence,0,25
3799,rt very good internet speed of in valia town,0.0,136,,0,457
3800,please follow this thread and see how useless customer care is httpstco2mr1k5xjxx,0.0,41,Airtel_Presence,0,213
3801,two absolutely useless items i deal with daily edu00a0u00bdedu00b9u0084,-1.0,61,VodafoneIN,0,97
3802,rt check out how is fooling people with the data consumption,-1.0,0,,0,0
3803,today mrng  in my ofc no one able to connect a call in one time  i tried so many calls  all httpstco2yjs6bs1fq,-1.0,144,Airtel_Presence,0,333
3804,bloated bill  when will you stop overcharging  121 executive wants email request for bill correc httpstcoz3hvtihefb,-1.0,1502,Airtel_Presence,0,1488
3805,any update pls send your engineer asap,0.0,64,_pradeept,0,41
3806,what a shame airtel for disconnection taken couple of minutes httpstcohul68npjtm,-1.0,17,ExellLisk,0,75
3807,rt store does not even want to take my complaint leave alone enquiry number not working since 2 months b,-1.0,88,,0,164
3808,first floor edu00a0u00bdedu00b8u0080edu00a0u00bdedu00b1u008cedu00a0u00bcedu00bfu00bbedu00a0u00bdedu00b1u008cedu00a0u00bcedu00bfu00bbed,0.0,38,MSRS_Reddy,0,56
3809,your airtel tv infinity pack subscription is now active free 9 gb data over 3 months would be credited in  ( 23,1.0,836,Airtel_Presence,0,889
3810,i have not even gotten an investigation done this is what we get for being loyal customers,0.0,15,Airtel_Presence,0,281
3811,all those who r reading this tweet please do not buy sim if you have already have it port it to any other network,-1.0,6,airtelindia,0,563
3812,do not please do not upgrade to 4g  you are the worst in 4g even jio works better than airtel stay on 3g that was good,-1.0,138,imshant,0,73
3813,rt  @ airtelindia offers 60 gb free data on downloading airtel tv app httpstcoi7hpfjcgup httpstcontw27tmkna,1.0,97,,0,109
3814,very poor service of 48 hours have passed and my issue has not been resolved yet,-1.0,5,,0,66
3815,why airtel network degrading day by day httpstcovzcscp1evh,-1.0,68,airtelindia,0,53
3816,what do i do,0.0,11246,Airtel_Presence,0,2430
3817,misrepresenting facts to create policy bias httpstcohopt9won40 httpstcok2nkm4hhmg,-1.0,1,airtelindia,0,0
3818,yesterday i called cc airtelhe ask me to talk hindi or englishwhy shld i talk in other language when i have selected marathi @ airtelindia,0.0,44,,0,125
3819,go for,0.0,211,DeepakV85137151,0,198
3820,please inbox mecant share anything here,0.0,38,Airtel_Presence,0,102
3821,rt and if somehow i manage to talk to the customer care of they told me that we are speaking from delhi and we c,0.0,1,,0,92
3822,12 hours passed still no update,-1.0,15,Airtel_Presence,0,3
3823,saddest part customer care supervisors promise a call back and resolution with no response,0.0,151,,0,257
3824,hi can you tell me about your postpaid plan details,0.0,1389,airtelindia,0,1212
3825,guys how to stop spam messages to my number also have dnd activated,0.0,444,Airtel_Presence,0,460
3826,how can i get your broadband been 2 days i hv filed form on your website not received any call so far,0.0,70,airtelindia,0,268
3827,hey the smartphone network guys see what i am getting from you httpstcogjeh3nm2ee,-1.0,29,,0,154
3828,rt dear my upc iz gonna xpireif you didnt wnt me 2 swch to airtelu shd nt have wsted my time convincing me rq,0.0,90,,0,159
3829,rt,0.0,9,,0,0
3830,where i can download the govt directive to link aadhar with our mobile number httpstcothc24o13qi,0.0,61,GoI_MeitY,0,96
3831,nobody is ready to help  your service provided is just useless  pathetic service edu00a0u00bdedu00b8u00a1,-1.0,1,sunilbmittal,0,6
3832,full airtel signal here hardly any problem with data but disgusting level of call drops  & amp voice httpstcoi5y1zgywb3,0.0,86,Airtel_Presence,0,326
3833,v bad customer service no one is answering calls facing issues with stb,-1.0,372,airtelindia,0,1904
3834,same issue with me also at my locati httpstcoazlqtuezsx,0.0,0,Sandeep51484791,0,1
3835,i am from mainpuri ( 205001 up west there is 4g3g signal problem in my locality please solve my issue thanking you,0.0,6,airtelindia,0,161
3836,hi please activate international roaming for my no 9840264267,1.0,112,Airtel_Presence,0,546
3837,cos like are fooling you is not neede httpstcotreiyttrof,-1.0,316,,0,0
3838,rt  stop spamming and misleading your consumers on a sub judice matter proceeding is still,-1.0,4504,,0,908
3839,httpstcoork3ob0f88,0.0,33446,taraspalmaan,0,760
3840,fucking idiots trying to call you from 30 mins still busy madhrchod httpstcohotgvm8nm1,0.0,194,,0,552
3841,shameful to use airtel network,-1.0,12,Airtel_Presence,0,112
3842,cn i see any resolution to thisonly false promisesfake advertiseme httpstco74edyosg1s,-1.0,107,Airtel_Presence,0,279
3843,my ac no 3017234843 i am sad to tell you my airtel tv is not working and no one is responding my call at customer care,-1.0,82,,0,467
3844,hw can you ask fr aadhar if it is under trial @ ndtvravish httpstcorsrm2qaa0w,0.0,35,Airtel_Presence,0,192
3845,sure messaging right away,0.0,8148,Airtel_Presence,0,1608
3846,8628810314 why i have got no credit httpstco8djlpgaenp,0.0,615,Airtel_Presence,0,966
3847,rt req on 3rd req no # 87226744 5th request them on 6th9th11th13th15th req req,0.0,17,,0,74
3848,you do not value the cus plz dont call me enough  if you can teach some eticates httpstco8hkhrfnn3g,-1.0,3,Airtel_Presence,0,7
3849,rt said in my prev msg it was never resolved issu,-1.0,42,,0,14
3850,extremely bad service my all calls are barred even though no pending bills regret to port from,-1.0,9,AdityaBirlaGrp,0,57
3851,please take a look on the professional httpstcoq4bs0x3swj,0.0,35,RiteshTrivedi34,0,210
3852,perhaps airtel office httpstcorvrcbwdx5a,0.0,321,,0,291
3853,not able to use internet since last 1 month no proper support from cs team pls rsl,-1.0,0,Airtel_Presence,0,42
3854,very very poor support since 3 monthsnw speed is so poor okla is throwing up it httpstcoe5gc9rpemm,-1.0,9,,0,10
3855,i am not sure of this download speed with this high ping time may be is faking it httpstcowtxjvdlb5h,-1.0,279,,0,756
3856,rt payment bank is given wrong comments it is totally fake,-1.0,90,,0,354
3857,hi pankaj we apologize for the inconvenience httpstcorhd1udzokc,0.0,751,Panks_khurana,0,10
3858,rt why people is not ready to resolve issue why they are discussing more if you cannot give good service l,0.0,18619,,0,19433
3859,worst service requested to upgrade my sim to 4g but still it is not updated visited your office multiple times for this,0.0,36,airtelindia,0,300
3860,it is working now the network signal was down for almost 5 hours thank you for reaching out,-1.0,833,Airtel_Presence,0,619
3861,vodafone services have gone worst the httpstcohrig6hyqcn,0.0,3,kailash1086,0,82
3862,since 72 hours calls getting dropped and voice cracks entire area at 562125raised complaints no respite 7955934079559116,0.0,1,airtelindia,0,13
3863,i recharged for 244 84 days val on aug 28 validity shows sep 24 84 days really,0.0,100,,0,41
3864,rt my 1sr porting request i will not stop here bcoz of bad service wit my new b,-1.0,4257,,0,180
3865,am gettin all 24 postpaid mobile nos pirted from you guys,0.0,17,Airtel_Presence,0,31
3866,is tht one network i have seen which is getting worse day by day # noservice is not working shame on you airtel,0.0,47,Airtel_Presence,0,395
3867,we are paying for your service why you are giving such pathetic service to us and you are not givi httpstcopyxvopxuyp,-1.0,12,Airtel_Presence,0,112
3868,it is literally worst experience call drops a big issue with airtel in mumbai plus httpstcojzfvb4mky6,-1.0,428,kgulechha,0,1007
3869,just renew my internet plan for which i have already paid,0.0,2737,Airtel_Presence,0,4004
3870,my device shows 4g but browser never loads the pages your network is really making fool out of us,-1.0,7,Airtel_Presence,0,8
3871,i had a offer of 3gb 3g data  & amp unlimited local calls for 28 days at rs247 but after recharge i have got 1 gb data packwhy,0.0,17,Airtel_Presence,0,22
3872,loot of nvr ends live india matches on r banned by citing supreme court ord httpstcoall9gasvi2,0.0,50,,0,121
3873,worst customer service by you people these days,-1.0,1,utkriti18,0,92
3874,shame on you guys,-1.0,46,Airtel_Presence,0,82
3875,my outstanding bill httpstcok0idbkhehz,0.0,51,Airtel_Presence,0,251
3876,my friends tell me my phone is nt reachable evn though it shows full signal der is also n issue while talkingweak signal ( 22,-1.0,10,airtelindia,0,105
3877,this most horrible exp wid 34gclaims fastest  & amp volte being launcd reality is i cannot even use httpstcobcaqau10jo,-1.0,3,Airtel_Presence,0,93
3878,req on 3rd req no # 87226744 5th request them on 6th9th11th13th15th req req today,0.0,17,airtelindia,0,74
3879,network down again tired of complaining,-1.0,3575,airtelindia,0,1272
3880,got my old sim upgraded with a 4g sim but wht to do to activate that  plz help 121 calling does not help,0.0,6,Airtel_Presence,0,87
3881,what the hell thisyou always send this type of sms please stop thisthx that they dont httpstconypx6xn6wc,-1.0,50,BSNL_WB,0,460
3882,thank you airtel for adding unused data and giving extra 60gb data for next 6 month hi5,1.0,92,,0,279
3883, please stop sending me this my head hurts already today and i have the same message coming the httpstcodecjdwv8rs,-1.0,146523,,0,301
3884,what a pathetic customer service fraud promotions charge money and then no replies pathetic is the word for airtel,-1.0,98,Airtel_Presence,0,57
3885,tired of following up for broadband service in whitefield charging double service down half the days,0.0,11,Airtel_Presence,0,27
3886,rt,0.0,265,,0,0
3887,i m facing lots of issues with my broadband connectiontried contacting your customer care no but its not connectingpls help,-1.0,18,airtelindia,0,2
3888,useless servicenow you guys activating services without asking httpstcoa80tgepyqn,-1.0,40,airtelindia,0,532
3889,worst network  call drops,-1.0,11,,0,68
3890,highly shameful for airtelstill my problem is unresolvedare you guys wait httpstcoi1lln41t4l,-1.0,62,DeepakV85137151,0,313
3891,i would like to know if there will be any waiver in the bill as net was not working for couple of days,0.0,2197,Airtel_Presence,0,642
3892,hello where is the link damn you guys are so slow,0.0,3081,Airtel_Presence,0,1668
3893,dear airtel team get your app fix asap it is again showing error in bill  ( 71 lacs b httpstcoviheyxvijl,0.0,52,Akshayarora44,0,103
3894,need puk,0.0,3030,AxitMehta,0,1143
3895,i am also facing this problem arun you hav to port your no in airtel fastest 4g3g ntwrk,0.0,11,arunsaroha10,0,22
3896,how can i reach to customer care regarding my broadband  i do not have airtel landline,0.0,42,Airtel_Presence,0,147
3897,the govt is committed but i was surprised tht airtel says govt approval pending to sort out my speed issue,-1.0,31,PMOIndia,0,138
3898,already called 5times at 59059 n not possible to visit delhi as i am in punjab for a httpstco1xkefeedct,0.0,0,Vickyba2063,0,0
3899,pls check the dm have shared everything,0.0,180,Airtel_Presence,0,335
3900,rt since linking his phone to sr says his gas subsidy without his consent is going to and he mu,0.0,17,,0,127
3901,defame airtel everyday and everywhere for your pathetic service dont take money whem you can give proper service shame on you,0.0,318,airtelindia,0,87
3902,are you listening,0.0,194,The__Bapu7,0,551
3903,worst dth services from airtel requested to add 281 channel but not yet processed,0.0,191,airtelindia,0,759
3904,successfully ported to from  thanks to jio team for such a fast process,-1.0,375,,0,1090
3905,krk airtel ke network ka review hona hume edu00a0u00bdedu00b8u0080edu00a0u00bdedu00b8u0081edu00a0u00bdedu00b8u0082,0.0,13,kamaalrkhan,0,491
3906,my number is 8750137391 and i am facing the problem of call dropping all user pick my phone but no voice is listening when,-1.0,0,Airtel_Presence,0,5
3907,rt since linking his phone to sr says his gas subsidy without his consent is going to and he mu,0.0,1712,,0,684
3908,process completed  bye bye,-1.0,262,Airtel_Presence,0,155
3909,i am facing the same problem edu00a0u00bdedu00b8u00a0,0.0,1,CS_SHANKARJHA,0,47
3910,3021865870 customer id not working  complaint already but service sucksi couldnt watch tv,-1.0,20,,0,225
3911,i am terribly sorry thank you so much for the quick call back and help this has been very effective,1.0,5539,Airtel_Presence,0,4266
3912,many thanks,1.0,230,Airtel_Presence,0,99
3913,still i have not received my phone i am irritated now,-1.0,1,airtel_care,0,111
3914, worst network ever upgraded to 16mbps but airtel downgraded our experience pa httpstcosx4laqwglp,-1.0,3,Airtel_Presence,0,1
3915,how to check my airtel data 1gb per day offer data,0.0,90,airtelindia,0,585
3916,how you claim a number 1 network not a single call in a month without call drop hardly any network in any part of mumbai,-1.0,120,airtelindia,0,157
3917,do you really think i have not approached you before with this issue it is last chance fix the problem or let me know problem,0.0,93,Airtel_Presence,0,100
3918,sir i am trying 2 pay my elec bill but process showing error while making paymentwhy,0.0,7,Airtel_Presence,0,0
3919,or of course you or anyone of these age httpstco6vwgrmyp34,0.0,14141,shiladitya,0,3136
3920,thank you very much could you email me the updated bill of previous month,0.0,993,Airtel_Presence,0,733
3921,"4 of 4 network bars pincode 530051 samsung note5 only   ""  h  ""   dispalyed",-1.0,12,Airtel_Presence,0,46
3922,rt hi ref 79414740 updating you with my speed trai test report 4 g at 813 am 15917 had,0.0,757,,0,546
3923,uncle aunty let me know how to pay postpaid bill your app does not option there,0.0,3,Airtel_Presence,0,33
3924,rt  please stop sending me this my head hurts already today and i have the same message coming the,-1.0,42769,,0,939
3925,interested in family plan contact me,-1.0,204,Airtel_Presence,0,358
3926,rt 3021865870 customer id not working  complaint already but service sucks  pls clarify or i,-1.0,20,,0,225
3927,no resoltn to my cmplnt # 394960104 uve crossd your 2nd deadline to reach me highly frustrtd pls help,0.0,2,VodafoneIN,0,68
3928,rip indias best network httpstcogg4jolqr2g,0.0,21,airtelindia,0,99
3929,wallet had 18rs so i added 331 more to initiate 349 recharge money was deducted from my acc httpstco6oufnscoci,0.0,140,mishikasingh,0,199
3930,3k views shame httpstcovqka7rfccg,-1.0,17,Airtel_Presence,0,76
3931,rt ticket number 79285002 is not solved yet it is almost 10days gone,0.0,14,,0,2
3932,i i checked two time it is showing excellent quality of voice and data network but in real it doe httpstcoecykzjsfxm,0.0,7,TheHarryalwar,0,45
3933,team the network is still in a bad shape can you please have the team look into it,-1.0,11,vmenon0704,0,58
3934,using telinor edu00a0u00bdedu00b8u00aa,0.0,0,kamaalrkhan,0,22
